Ano;Município;Código do Município;Vínculo Funcional;Federal;Estadual;Municipal
2024;Baixo Guandu ;3200805;Contrato CLT;0;0;0
2024;Barra de São Francisco ;3200904;Contrato CLT;0;0;97
2024;Boa Esperança ;3201001;Contrato CLT;0;0;0
2024;Bom Jesus do Norte ;3201100;Contrato CLT;0;0;3
2024;Brejetuba ;3201159;Contrato CLT;0;0;0
2024;Cachoeiro de Itapemirim ;3201209;Contrato CLT;0;0;0
2024;Cariacica ;3201308;Contrato CLT;0;0;19
2024;Castelo ;3201407;Contrato CLT;0;0;0
2024;Colatina ;3201506;Contrato CLT;0;0;10
2024;Conceição da Barra ;3201605;Contrato CLT;0;0;1
2024;Conceição do Castelo ;3201704;Contrato CLT;0;0;0
2024;Divino de São Lourenço ;3201803;Contrato CLT;0;0;0
2024;Domingos Martins ;3201902;Contrato CLT;0;0;38
2024;Dores do Rio Preto ;3202009;Contrato CLT;0;0;0
2024;Ecoporanga ;3202108;Contrato CLT;0;0;0
2024;Fundão ;3202207;Contrato CLT;0;0;0
2024;Governador Lindenberg ;3202256;Contrato CLT;0;1;0
2024;Guaçuí ;3202306;Contrato CLT;0;0;3
2024;Guarapari ;3202405;Contrato CLT;0;1;6
2024;Ibatiba ;3202454;Contrato CLT;0;0;0
2024;Ibiraçu ;3202504;Contrato CLT;0;0;0
2024;Ibitirama ;3202553;Contrato CLT;0;0;0
2024;Iconha ;3202603;Contrato CLT;0;0;0
2024;Irupi ;3202652;Contrato CLT;0;0;22
2024;Itaguaçu ;3202702;Contrato CLT;0;0;51
2024;Itapemirim ;3202801;Contrato CLT;0;0;3
2024;Itarana ;3202900;Contrato CLT;0;0;3
2024;Iúna ;3203007;Contrato CLT;0;0;1
2024;Jaguaré ;3203056;Contrato CLT;0;1;0
2024;Jerônimo Monteiro ;3203106;Contrato CLT;0;0;1
2024;João Neiva ;3203130;Contrato CLT;0;0;0
2024;Laranja da Terra ;3203163;Contrato CLT;0;0;0
2024;Linhares ;3203205;Contrato CLT;0;0;0
2024;Mantenópolis ;3203304;Contrato CLT;0;0;1
2024;Marataízes ;3203320;Contrato CLT;0;0;1
2024;Marechal Floriano ;3203346;Contrato CLT;0;0;0
2024;Marilândia ;3203353;Contrato CLT;0;0;0
2024;Mimoso do Sul ;3203403;Contrato CLT;0;0;0
2024;Montanha ;3203502;Contrato CLT;0;0;0
2024;Mucurici ;3203601;Contrato CLT;0;0;0
2024;Muniz Freire ;3203700;Contrato CLT;0;0;0
2024;Muqui ;3203809;Contrato CLT;0;0;0
2024;Nova Venécia ;3203908;Contrato CLT;0;0;0
2024;Pancas ;3204005;Contrato CLT;0;0;0
2024;Pedro Canário ;3204054;Contrato CLT;0;0;0
2024;Pinheiros ;3204104;Contrato CLT;0;0;2
2024;Piúma ;3204203;Contrato CLT;0;0;1
2024;Ponto Belo ;3204252;Contrato CLT;0;0;0
2024;Presidente Kennedy ;3204302;Contrato CLT;0;0;35
2024;Rio Bananal ;3204351;Contrato CLT;0;0;0
2024;Rio Novo do Sul ;3204401;Contrato CLT;0;0;0
2024;Santa Leopoldina ;3204500;Contrato CLT;0;0;0
2024;Santa Maria de Jetibá ;3204559;Contrato CLT;0;3;1
2024;Santa Teresa ;3204609;Contrato CLT;0;0;0
2024;São Domingos do Norte ;3204658;Contrato CLT;0;0;0
2024;São Gabriel da Palha ;3204708;Contrato CLT;0;0;0
2024;São José do Calçado ;3204807;Contrato CLT;0;0;1
2024;São Mateus ;3204906;Contrato CLT;0;0;0
2024;São Roque do Canaã ;3204955;Contrato CLT;0;0;0
2024;Serra ;3205002;Contrato CLT;0;0;49
2024;Sooretama ;3205010;Contrato CLT;0;0;0
2024;Vargem Alta ;3205036;Contrato CLT;0;0;0
2024;Venda Nova do Imigrante ;3205069;Contrato CLT;0;0;0
2024;Viana ;3205101;Contrato CLT;0;0;2
2024;Vila Pavão ;3205150;Contrato CLT;0;0;0
2024;Vila Valério ;3205176;Contrato CLT;0;0;0
2024;Vila Velha ;3205200;Contrato CLT;0;0;39
2024;Vitória ;3205309;Contrato CLT;30;0;2
